NCESSCH	URL_2019
411082000000.0	http://www.salkeiz.k12.or.us/schools/charter/optimum-learning-environment
411082000000.0	http://www.salkeiz.k12.or.us/schools/charter/valley-inquiry-charter-school
411082000000.0	http://www.salkeiz.k12.or.us/schools/charter/howard-street-charter-school
411004000000.0	http://www.portlandcm.org/teaching-and-learning/opal-school
410690000000.0	http://www.woodlandcharterschool.org
410470000000.0	http://summitlearningcharter.org/early-college/
410470000000.0	http://summitlearningcharter.org/virtual-academy/
410171000000.0	https://bakercharters.org/about-baker-early-college/
410005000000.0	https://www.mosier.k12.or.us/Domain/4
400079000000.0	https://www.ok.gov/oja/OK_Youth_Academy_Charter_Schools.html
400079000000.0	http://www.lighthouse-academies.org/schools/okclcs
400079000000.0	https://www.connectionsacademy.com/oklahoma-virtual-school/curriculum/high-school
400079000000.0	https://www.connectionsacademy.com/oklahoma-virtual-school/curriculum/middle-school
400079000000.0	https://www.connectionsacademy.com/oklahoma-virtual-school/curriculum/elementary-school
400078000000.0	https://epiccharterschools.org/category/high-school
400078000000.0	https://epiccharterschools.org/category/mid-school
400078000000.0	https://california.epiccharterschools.org/
400076000000.0	https://www.cherokee.org/Services/Education/Immersion-School
390158000000.0	https://zenithacademy.squarespace.com/zenith-academy-west/
390155000000.0	http://www.imagineleadershipacademy.org/home/
390153000000.0	https://acaeast.com
390152000000.0	http://hopelearningacademy.org/about-hope-learning-academy/governance/
390151000000.0	http://www.mainstreetprep.org/content/about-us
390151000000.0	http://www.daytonearlycollege.org/apps/pages/DECAPREP
390143000000.0	https://hardincommunityschool.org
390142000000.0	http://www.fdhigh.org
390141000000.0	http://www.regenthigh.org
390140000000.0	https://www.performanceacademies.com/columbus-performance-academy/
390138000000.0	http://imagineakronacademy.org/home/
390136000000.0	http://hs.vanwertcougars.net/webclass/web3/nate/lifelinks/index.cfm
390134000000.0	https://www.performanceacademies.com/eastland-performance-academy/
390134000000.0	https://sites.google.com/site/edsolnseddomain/schools/cesar-chavez
390064000000.0	https://www.performanceacademies.com/south-scioto-performance-academy/
390064000000.0	https://www.performanceacademies.com/harvard-performance-academy/
390059000000.0	https://caa.smsd.org
390058000000.0	https://www.performanceacademies.com/mt-healthy-preparatory-academy/
