#
# IDN Table for Korean
# Copyright 2015 CentralNic Ltd
#
# Table ID: ko
# Table type: Language
# Version: 1.0
# Published: 2011-05-12
# Referral URL: https://www.centralnic.com
#
# Policy Statement:
#
# No remarks.
#

U+CCAC # 첬 HANGUL SYLLABLE CEOSS
U+CCAD # 청 HANGUL SYLLABLE CEONG
U+CCAE # 첮 HANGUL SYLLABLE CEOJ
U+CCAF # 첯 HANGUL SYLLABLE CEOC
U+CCB0 # 첰 HANGUL SYLLABLE CEOK
U+CCB1 # 첱 HANGUL SYLLABLE CEOT
U+CCB2 # 첲 HANGUL SYLLABLE CEOP
U+CCB3 # 첳 HANGUL SYLLABLE CEOH
U+CCB4 # 체 HANGUL SYLLABLE CE
U+CCB5 # 첵 HANGUL SYLLABLE CEG
U+CCB6 # 첶 HANGUL SYLLABLE CEGG
U+CCB7 # 첷 HANGUL SYLLABLE CEGS
U+CCB8 # 첸 HANGUL SYLLABLE CEN
U+CCB9 # 첹 HANGUL SYLLABLE CENJ
U+CCBA # 첺 HANGUL SYLLABLE CENH
U+CCBB # 첻 HANGUL SYLLABLE CED
U+CCBC # 첼 HANGUL SYLLABLE CEL
U+CCBD # 첽 HANGUL SYLLABLE CELG
U+CCBE # 첾 HANGUL SYLLABLE CELM
U+CCBF # 첿 HANGUL SYLLABLE CELB
U+CCC0 # 쳀 HANGUL SYLLABLE CELS
U+CCC1 # 쳁 HANGUL SYLLABLE CELT
U+CCC2 # 쳂 HANGUL SYLLABLE CELP
U+CCC3 # 쳃 HANGUL SYLLABLE CELH
U+CCC4 # 쳄 HANGUL SYLLABLE CEM
U+CCC5 # 쳅 HANGUL SYLLABLE CEB
U+CCC6 # 쳆 HANGUL SYLLABLE CEBS
U+CCC7 # 쳇 HANGUL SYLLABLE CES
U+CCC8 # 쳈 HANGUL SYLLABLE CESS
U+CCC9 # 쳉 HANGUL SYLLABLE CENG
U+CCCA # 쳊 HANGUL SYLLABLE CEJ
U+CCCB # 쳋 HANGUL SYLLABLE CEC
U+CCCC # 쳌 HANGUL SYLLABLE CEK
U+CCCD # 쳍 HANGUL SYLLABLE CET
U+CCCE # 쳎 HANGUL SYLLABLE CEP
U+CCCF # 쳏 HANGUL SYLLABLE CEH
U+CCD0 # 쳐 HANGUL SYLLABLE CYEO
U+CCD1 # 쳑 HANGUL SYLLABLE CYEOG
U+CCD2 # 쳒 HANGUL SYLLABLE CYEOGG
U+CCD3 # 쳓 HANGUL SYLLABLE CYEOGS
U+CCD4 # 쳔 HANGUL SYLLABLE CYEON
U+CCD5 # 쳕 HANGUL SYLLABLE CYEONJ
U+CCD6 # 쳖 HANGUL SYLLABLE CYEONH
U+CCD7 # 쳗 HANGUL SYLLABLE CYEOD
U+CCD8 # 쳘 HANGUL SYLLABLE CYEOL
U+CCD9 # 쳙 HANGUL SYLLABLE CYEOLG
U+CCDA # 쳚 HANGUL SYLLABLE CYEOLM
U+CCDB # 쳛 HANGUL SYLLABLE CYEOLB
U+CCDC # 쳜 HANGUL SYLLABLE CYEOLS
U+CCDD # 쳝 HANGUL SYLLABLE CYEOLT
U+CCDE # 쳞 HANGUL SYLLABLE CYEOLP
U+CCDF # 쳟 HANGUL SYLLABLE CYEOLH
U+CCE0 # 쳠 HANGUL SYLLABLE CYEOM
U+CCE1 # 쳡 HANGUL SYLLABLE CYEOB
U+CCE2 # 쳢 HANGUL SYLLABLE CYEOBS
U+CCE3 # 쳣 HANGUL SYLLABLE CYEOS
U+CCE4 # 쳤 HANGUL SYLLABLE CYEOSS
U+CCE5 # 쳥 HANGUL SYLLABLE CYEONG
U+CCE6 # 쳦 HANGUL SYLLABLE CYEOJ
U+CCE7 # 쳧 HANGUL SYLLABLE CYEOC
U+CCE8 # 쳨 HANGUL SYLLABLE CYEOK
U+CCE9 # 쳩 HANGUL SYLLABLE CYEOT
U+CCEA # 쳪 HANGUL SYLLABLE CYEOP
U+CCEB # 쳫 HANGUL SYLLABLE CYEOH
U+CCEC # 쳬 HANGUL SYLLABLE CYE
U+CCED # 쳭 HANGUL SYLLABLE CYEG
U+CCEE # 쳮 HANGUL SYLLABLE CYEGG
U+CCEF # 쳯 HANGUL SYLLABLE CYEGS
U+CCF0 # 쳰 HANGUL SYLLABLE CYEN
U+CCF1 # 쳱 HANGUL SYLLABLE CYENJ
U+CCF2 # 쳲 HANGUL SYLLABLE CYENH
U+CCF3 # 쳳 HANGUL SYLLABLE CYED
U+CCF4 # 쳴 HANGUL SYLLABLE CYEL
U+CCF5 # 쳵 HANGUL SYLLABLE CYELG
U+CCF6 # 쳶 HANGUL SYLLABLE CYELM
U+CCF7 # 쳷 HANGUL SYLLABLE CYELB
U+CCF8 # 쳸 HANGUL SYLLABLE CYELS
U+CCF9 # 쳹 HANGUL SYLLABLE CYELT
U+CCFA # 쳺 HANGUL SYLLABLE CYELP
U+CCFB # 쳻 HANGUL SYLLABLE CYELH
U+CCFC # 쳼 HANGUL SYLLABLE CYEM
U+CCFD # 쳽 HANGUL SYLLABLE CYEB
U+CCFE # 쳾 HANGUL SYLLABLE CYEBS
U+CCFF # 쳿 HANGUL SYLLABLE CYES
U+CD00 # 촀 HANGUL SYLLABLE CYESS
U+CD01 # 촁 HANGUL SYLLABLE CYENG
U+CD02 # 촂 HANGUL SYLLABLE CYEJ
U+CD03 # 촃 HANGUL SYLLABLE CYEC
U+CD04 # 촄 HANGUL SYLLABLE CYEK
U+CD05 # 촅 HANGUL SYLLABLE CYET
U+CD06 # 촆 HANGUL SYLLABLE CYEP
U+CD07 # 촇 HANGUL SYLLABLE CYEH
U+CD08 # 초 HANGUL SYLLABLE CO
U+CD09 # 촉 HANGUL SYLLABLE COG
U+CD0A # 촊 HANGUL SYLLABLE COGG
U+CD0B # 촋 HANGUL SYLLABLE COGS
U+CD0C # 촌 HANGUL SYLLABLE CON
U+CD0D # 촍 HANGUL SYLLABLE CONJ
U+CD0E # 촎 HANGUL SYLLABLE CONH
U+CD0F # 촏 HANGUL SYLLABLE COD
U+CD10 # 촐 HANGUL SYLLABLE COL
U+CD11 # 촑 HANGUL SYLLABLE COLG
U+CD12 # 촒 HANGUL SYLLABLE COLM
U+CD13 # 촓 HANGUL SYLLABLE COLB
U+CD14 # 촔 HANGUL SYLLABLE COLS
U+CD15 # 촕 HANGUL SYLLABLE COLT
U+CD16 # 촖 HANGUL SYLLABLE COLP
U+CD17 # 촗 HANGUL SYLLABLE COLH
U+CD18 # 촘 HANGUL SYLLABLE COM
U+CD19 # 촙 HANGUL SYLLABLE COB
U+CD1A # 촚 HANGUL SYLLABLE COBS
U+CD1B # 촛 HANGUL SYLLABLE COS
U+CD1C # 촜 HANGUL SYLLABLE COSS
U+CD1D # 총 HANGUL SYLLABLE CONG
U+CD1E # 촞 HANGUL SYLLABLE COJ
U+CD1F # 촟 HANGUL SYLLABLE COC
U+CD20 # 촠 HANGUL SYLLABLE COK
U+CD21 # 촡 HANGUL SYLLABLE COT
U+CD22 # 촢 HANGUL SYLLABLE COP
U+CD23 # 촣 HANGUL SYLLABLE COH
U+CD24 # 촤 HANGUL SYLLABLE CWA
U+CD25 # 촥 HANGUL SYLLABLE CWAG
U+CD26 # 촦 HANGUL SYLLABLE CWAGG
U+CD27 # 촧 HANGUL SYLLABLE CWAGS
U+CD28 # 촨 HANGUL SYLLABLE CWAN
U+CD29 # 촩 HANGUL SYLLABLE CWANJ
U+CD2A # 촪 HANGUL SYLLABLE CWANH
U+CD2B # 촫 HANGUL SYLLABLE CWAD
U+CD2C # 촬 HANGUL SYLLABLE CWAL
U+CD2D # 촭 HANGUL SYLLABLE CWALG
U+CD2E # 촮 HANGUL SYLLABLE CWALM
U+CD2F # 촯 HANGUL SYLLABLE CWALB
U+CD30 # 촰 HANGUL SYLLABLE CWALS
U+CD31 # 촱 HANGUL SYLLABLE CWALT
U+CD32 # 촲 HANGUL SYLLABLE CWALP
U+CD33 # 촳 HANGUL SYLLABLE CWALH
U+CD34 # 촴 HANGUL SYLLABLE CWAM
U+CD35 # 촵 HANGUL SYLLABLE CWAB
U+CD36 # 촶 HANGUL SYLLABLE CWABS
U+CD37 # 촷 HANGUL SYLLABLE CWAS
U+CD38 # 촸 HANGUL SYLLABLE CWASS
U+CD39 # 촹 HANGUL SYLLABLE CWANG
U+CD3A # 촺 HANGUL SYLLABLE CWAJ
U+CD3B # 촻 HANGUL SYLLABLE CWAC
U+CD3C # 촼 HANGUL SYLLABLE CWAK
U+CD3D # 촽 HANGUL SYLLABLE CWAT
U+CD3E # 촾 HANGUL SYLLABLE CWAP
U+CD3F # 촿 HANGUL SYLLABLE CWAH
U+CD40 # 쵀 HANGUL SYLLABLE CWAE
U+CD41 # 쵁 HANGUL SYLLABLE CWAEG
U+CD42 # 쵂 HANGUL SYLLABLE CWAEGG
U+CD43 # 쵃 HANGUL SYLLABLE CWAEGS
U+CD44 # 쵄 HANGUL SYLLABLE CWAEN
U+CD45 # 쵅 HANGUL SYLLABLE CWAENJ
U+CD46 # 쵆 HANGUL SYLLABLE CWAENH
U+CD47 # 쵇 HANGUL SYLLABLE CWAED
U+CD48 # 쵈 HANGUL SYLLABLE CWAEL
U+CD49 # 쵉 HANGUL SYLLABLE CWAELG
U+CD4A # 쵊 HANGUL SYLLABLE CWAELM
U+CD4B # 쵋 HANGUL SYLLABLE CWAELB
U+CD4C # 쵌 HANGUL SYLLABLE CWAELS
U+CD4D # 쵍 HANGUL SYLLABLE CWAELT
U+CD4E # 쵎 HANGUL SYLLABLE CWAELP
U+CD4F # 쵏 HANGUL SYLLABLE CWAELH
U+CD50 # 쵐 HANGUL SYLLABLE CWAEM
U+CD51 # 쵑 HANGUL SYLLABLE CWAEB
U+CD52 # 쵒 HANGUL SYLLABLE CWAEBS
U+CD53 # 쵓 HANGUL SYLLABLE CWAES
U+CD54 # 쵔 HANGUL SYLLABLE CWAESS
U+CD55 # 쵕 HANGUL SYLLABLE CWAENG
U+CD56 # 쵖 HANGUL SYLLABLE CWAEJ
U+CD57 # 쵗 HANGUL SYLLABLE CWAEC
U+CD58 # 쵘 HANGUL SYLLABLE CWAEK
U+CD59 # 쵙 HANGUL SYLLABLE CWAET
U+CD5A # 쵚 HANGUL SYLLABLE CWAEP
U+CD5B # 쵛 HANGUL SYLLABLE CWAEH
U+CD5C # 최 HANGUL SYLLABLE COE
U+CD5D # 쵝 HANGUL SYLLABLE COEG
U+CD5E # 쵞 HANGUL SYLLABLE COEGG
U+CD5F # 쵟 HANGUL SYLLABLE COEGS
U+CD60 # 쵠 HANGUL SYLLABLE COEN
U+CD61 # 쵡 HANGUL SYLLABLE COENJ
U+CD62 # 쵢 HANGUL SYLLABLE COENH
U+CD63 # 쵣 HANGUL SYLLABLE COED
U+CD64 # 쵤 HANGUL SYLLABLE COEL
U+CD65 # 쵥 HANGUL SYLLABLE COELG
U+CD66 # 쵦 HANGUL SYLLABLE COELM
U+CD67 # 쵧 HANGUL SYLLABLE COELB
U+CD68 # 쵨 HANGUL SYLLABLE COELS
U+CD69 # 쵩 HANGUL SYLLABLE COELT
U+CD6A # 쵪 HANGUL SYLLABLE COELP
U+CD6B # 쵫 HANGUL SYLLABLE COELH
U+CD6C # 쵬 HANGUL SYLLABLE COEM
U+CD6D # 쵭 HANGUL SYLLABLE COEB
U+CD6E # 쵮 HANGUL SYLLABLE COEBS
U+CD6F # 쵯 HANGUL SYLLABLE COES
U+CD70 # 쵰 HANGUL SYLLABLE COESS
U+CD71 # 쵱 HANGUL SYLLABLE COENG
U+CD72 # 쵲 HANGUL SYLLABLE COEJ
U+CD73 # 쵳 HANGUL SYLLABLE COEC
U+CD74 # 쵴 HANGUL SYLLABLE COEK
U+CD75 # 쵵 HANGUL SYLLABLE COET
U+CD76 # 쵶 HANGUL SYLLABLE COEP
U+CD77 # 쵷 HANGUL SYLLABLE COEH
U+CD78 # 쵸 HANGUL SYLLABLE CYO
U+CD79 # 쵹 HANGUL SYLLABLE CYOG
U+CD7A # 쵺 HANGUL SYLLABLE CYOGG
U+CD7B # 쵻 HANGUL SYLLABLE CYOGS
U+CD7C # 쵼 HANGUL SYLLABLE CYON
U+CD7D # 쵽 HANGUL SYLLABLE CYONJ
U+CD7E # 쵾 HANGUL SYLLABLE CYONH
U+CD7F # 쵿 HANGUL SYLLABLE CYOD
U+CD80 # 춀 HANGUL SYLLABLE CYOL
U+CD81 # 춁 HANGUL SYLLABLE CYOLG
U+CD82 # 춂 HANGUL SYLLABLE CYOLM
U+CD83 # 춃 HANGUL SYLLABLE CYOLB
U+CD84 # 춄 HANGUL SYLLABLE CYOLS
U+CD85 # 춅 HANGUL SYLLABLE CYOLT
U+CD86 # 춆 HANGUL SYLLABLE CYOLP
U+CD87 # 춇 HANGUL SYLLABLE CYOLH
U+CD88 # 춈 HANGUL SYLLABLE CYOM
U+CD89 # 춉 HANGUL SYLLABLE CYOB
U+CD8A # 춊 HANGUL SYLLABLE CYOBS
U+CD8B # 춋 HANGUL SYLLABLE CYOS
U+CD8C # 춌 HANGUL SYLLABLE CYOSS
U+CD8D # 춍 HANGUL SYLLABLE CYONG
U+CD8E # 춎 HANGUL SYLLABLE CYOJ
U+CD8F # 춏 HANGUL SYLLABLE CYOC
U+CD90 # 춐 HANGUL SYLLABLE CYOK
U+CD91 # 춑 HANGUL SYLLABLE CYOT
U+CD92 # 춒 HANGUL SYLLABLE CYOP
U+CD93 # 춓 HANGUL SYLLABLE CYOH
U+CD94 # 추 HANGUL SYLLABLE CU
U+CD95 # 축 HANGUL SYLLABLE CUG
U+CD96 # 춖 HANGUL SYLLABLE CUGG
U+CD97 # 춗 HANGUL SYLLABLE CUGS
U+CD98 # 춘 HANGUL SYLLABLE CUN
U+CD99 # 춙 HANGUL SYLLABLE CUNJ
U+CD9A # 춚 HANGUL SYLLABLE CUNH
U+CD9B # 춛 HANGUL SYLLABLE CUD
U+CD9C # 출 HANGUL SYLLABLE CUL
U+CD9D # 춝 HANGUL SYLLABLE CULG
U+CD9E # 춞 HANGUL SYLLABLE CULM
U+CD9F # 춟 HANGUL SYLLABLE CULB
U+CDA0 # 춠 HANGUL SYLLABLE CULS
U+CDA1 # 춡 HANGUL SYLLABLE CULT
U+CDA2 # 춢 HANGUL SYLLABLE CULP
U+CDA3 # 춣 HANGUL SYLLABLE CULH
U+CDA4 # 춤 HANGUL SYLLABLE CUM
U+CDA5 # 춥 HANGUL SYLLABLE CUB
U+CDA6 # 춦 HANGUL SYLLABLE CUBS
U+CDA7 # 춧 HANGUL SYLLABLE CUS
U+CDA8 # 춨 HANGUL SYLLABLE CUSS
U+CDA9 # 충 HANGUL SYLLABLE CUNG
U+CDAA # 춪 HANGUL SYLLABLE CUJ
U+CDAB # 춫 HANGUL SYLLABLE CUC
U+CDAC # 춬 HANGUL SYLLABLE CUK
U+CDAD # 춭 HANGUL SYLLABLE CUT
U+CDAE # 춮 HANGUL SYLLABLE CUP
U+CDAF # 춯 HANGUL SYLLABLE CUH
U+CDB0 # 춰 HANGUL SYLLABLE CWEO
U+CDB1 # 춱 HANGUL SYLLABLE CWEOG
U+CDB2 # 춲 HANGUL SYLLABLE CWEOGG
U+CDB3 # 춳 HANGUL SYLLABLE CWEOGS
U+CDB4 # 춴 HANGUL SYLLABLE CWEON
U+CDB5 # 춵 HANGUL SYLLABLE CWEONJ
U+CDB6 # 춶 HANGUL SYLLABLE CWEONH
U+CDB7 # 춷 HANGUL SYLLABLE CWEOD
U+CDB8 # 춸 HANGUL SYLLABLE CWEOL
U+CDB9 # 춹 HANGUL SYLLABLE CWEOLG
U+CDBA # 춺 HANGUL SYLLABLE CWEOLM
U+CDBB # 춻 HANGUL SYLLABLE CWEOLB
U+CDBC # 춼 HANGUL SYLLABLE CWEOLS
U+CDBD # 춽 HANGUL SYLLABLE CWEOLT
U+CDBE # 춾 HANGUL SYLLABLE CWEOLP
U+CDBF # 춿 HANGUL SYLLABLE CWEOLH
U+CDC0 # 췀 HANGUL SYLLABLE CWEOM
U+CDC1 # 췁 HANGUL SYLLABLE CWEOB
U+CDC2 # 췂 HANGUL SYLLABLE CWEOBS
U+CDC3 # 췃 HANGUL SYLLABLE CWEOS
U+CDC4 # 췄 HANGUL SYLLABLE CWEOSS
U+CDC5 # 췅 HANGUL SYLLABLE CWEONG
U+CDC6 # 췆 HANGUL SYLLABLE CWEOJ
U+CDC7 # 췇 HANGUL SYLLABLE CWEOC
U+CDC8 # 췈 HANGUL SYLLABLE CWEOK
U+CDC9 # 췉 HANGUL SYLLABLE CWEOT
U+CDCA # 췊 HANGUL SYLLABLE CWEOP
U+CDCB # 췋 HANGUL SYLLABLE CWEOH
U+CDCC # 췌 HANGUL SYLLABLE CWE
U+CDCD # 췍 HANGUL SYLLABLE CWEG
U+CDCE # 췎 HANGUL SYLLABLE CWEGG
U+CDCF # 췏 HANGUL SYLLABLE CWEGS
U+CDD0 # 췐 HANGUL SYLLABLE CWEN
U+CDD1 # 췑 HANGUL SYLLABLE CWENJ
U+CDD2 # 췒 HANGUL SYLLABLE CWENH
U+CDD3 # 췓 HANGUL SYLLABLE CWED
U+CDD4 # 췔 HANGUL SYLLABLE CWEL
U+CDD5 # 췕 HANGUL SYLLABLE CWELG
U+CDD6 # 췖 HANGUL SYLLABLE CWELM
U+CDD7 # 췗 HANGUL SYLLABLE CWELB
U+CDD8 # 췘 HANGUL SYLLABLE CWELS
U+CDD9 # 췙 HANGUL SYLLABLE CWELT
U+CDDA # 췚 HANGUL SYLLABLE CWELP
U+CDDB # 췛 HANGUL SYLLABLE CWELH
U+CDDC # 췜 HANGUL SYLLABLE CWEM
U+CDDD # 췝 HANGUL SYLLABLE CWEB
U+CDDE # 췞 HANGUL SYLLABLE CWEBS
U+CDDF # 췟 HANGUL SYLLABLE CWES
U+CDE0 # 췠 HANGUL SYLLABLE CWESS
U+CDE1 # 췡 HANGUL SYLLABLE CWENG
U+CDE2 # 췢 HANGUL SYLLABLE CWEJ
U+CDE3 # 췣 HANGUL SYLLABLE CWEC
U+CDE4 # 췤 HANGUL SYLLABLE CWEK
U+CDE5 # 췥 HANGUL SYLLABLE CWET
U+CDE6 # 췦 HANGUL SYLLABLE CWEP
U+CDE7 # 췧 HANGUL SYLLABLE CWEH
U+CDE8 # 취 HANGUL SYLLABLE CWI
U+CDE9 # 췩 HANGUL SYLLABLE CWIG
U+CDEA # 췪 HANGUL SYLLABLE CWIGG
U+CDEB # 췫 HANGUL SYLLABLE CWIGS
U+CDEC # 췬 HANGUL SYLLABLE CWIN
U+CDED # 췭 HANGUL SYLLABLE CWINJ
U+CDEE # 췮 HANGUL SYLLABLE CWINH
U+CDEF # 췯 HANGUL SYLLABLE CWID
U+CDF0 # 췰 HANGUL SYLLABLE CWIL
U+CDF1 # 췱 HANGUL SYLLABLE CWILG
U+CDF2 # 췲 HANGUL SYLLABLE CWILM
U+CDF3 # 췳 HANGUL SYLLABLE CWILB
U+CDF4 # 췴 HANGUL SYLLABLE CWILS
U+CDF5 # 췵 HANGUL SYLLABLE CWILT
U+CDF6 # 췶 HANGUL SYLLABLE CWILP
U+CDF7 # 췷 HANGUL SYLLABLE CWILH
U+CDF8 # 췸 HANGUL SYLLABLE CWIM
U+CDF9 # 췹 HANGUL SYLLABLE CWIB
U+CDFA # 췺 HANGUL SYLLABLE CWIBS
U+CDFB # 췻 HANGUL SYLLABLE CWIS
U+CDFC # 췼 HANGUL SYLLABLE CWISS
U+CDFD # 췽 HANGUL SYLLABLE CWING
U+CDFE # 췾 HANGUL SYLLABLE CWIJ
U+CDFF # 췿 HANGUL SYLLABLE CWIC
U+CE00 # 츀 HANGUL SYLLABLE CWIK
U+CE01 # 츁 HANGUL SYLLABLE CWIT
U+CE02 # 츂 HANGUL SYLLABLE CWIP
U+CE03 # 츃 HANGUL SYLLABLE CWIH
U+CE04 # 츄 HANGUL SYLLABLE CYU
U+CE05 # 츅 HANGUL SYLLABLE CYUG
U+CE06 # 츆 HANGUL SYLLABLE CYUGG
U+CE07 # 츇 HANGUL SYLLABLE CYUGS
U+CE08 # 츈 HANGUL SYLLABLE CYUN
U+CE09 # 츉 HANGUL SYLLABLE CYUNJ
U+CE0A # 츊 HANGUL SYLLABLE CYUNH
U+CE0B # 츋 HANGUL SYLLABLE CYUD
U+CE0C # 츌 HANGUL SYLLABLE CYUL
U+CE0D # 츍 HANGUL SYLLABLE CYULG
U+CE0E # 츎 HANGUL SYLLABLE CYULM
U+CE0F # 츏 HANGUL SYLLABLE CYULB
U+CE10 # 츐 HANGUL SYLLABLE CYULS
U+CE11 # 츑 HANGUL SYLLABLE CYULT
U+CE12 # 츒 HANGUL SYLLABLE CYULP
U+CE13 # 츓 HANGUL SYLLABLE CYULH
U+CE14 # 츔 HANGUL SYLLABLE CYUM
U+CE15 # 츕 HANGUL SYLLABLE CYUB
U+CE16 # 츖 HANGUL SYLLABLE CYUBS
U+CE17 # 츗 HANGUL SYLLABLE CYUS
U+CE18 # 츘 HANGUL SYLLABLE CYUSS
U+CE19 # 츙 HANGUL SYLLABLE CYUNG
U+CE1A # 츚 HANGUL SYLLABLE CYUJ
U+CE1B # 츛 HANGUL SYLLABLE CYUC
U+CE1C # 츜 HANGUL SYLLABLE CYUK
U+CE1D # 츝 HANGUL SYLLABLE CYUT
U+CE1E # 츞 HANGUL SYLLABLE CYUP
U+CE1F # 츟 HANGUL SYLLABLE CYUH
U+CE20 # 츠 HANGUL SYLLABLE CEU
U+CE21 # 측 HANGUL SYLLABLE CEUG
U+CE22 # 츢 HANGUL SYLLABLE CEUGG
U+CE23 # 츣 HANGUL SYLLABLE CEUGS
U+CE24 # 츤 HANGUL SYLLABLE CEUN
U+CE25 # 츥 HANGUL SYLLABLE CEUNJ
U+CE26 # 츦 HANGUL SYLLABLE CEUNH
U+CE27 # 츧 HANGUL SYLLABLE CEUD
U+CE28 # 츨 HANGUL SYLLABLE CEUL
U+CE29 # 츩 HANGUL SYLLABLE CEULG
U+CE2A # 츪 HANGUL SYLLABLE CEULM
U+CE2B # 츫 HANGUL SYLLABLE CEULB
U+CE2C # 츬 HANGUL SYLLABLE CEULS
U+CE2D # 츭 HANGUL SYLLABLE CEULT
U+CE2E # 츮 HANGUL SYLLABLE CEULP
U+CE2F # 츯 HANGUL SYLLABLE CEULH
U+CE30 # 츰 HANGUL SYLLABLE CEUM
U+CE31 # 츱 HANGUL SYLLABLE CEUB
U+CE32 # 츲 HANGUL SYLLABLE CEUBS
U+CE33 # 츳 HANGUL SYLLABLE CEUS
U+CE34 # 츴 HANGUL SYLLABLE CEUSS
U+CE35 # 층 HANGUL SYLLABLE CEUNG
U+CE36 # 츶 HANGUL SYLLABLE CEUJ
U+CE37 # 츷 HANGUL SYLLABLE CEUC
U+CE38 # 츸 HANGUL SYLLABLE CEUK
U+CE39 # 츹 HANGUL SYLLABLE CEUT
U+CE3A # 츺 HANGUL SYLLABLE CEUP
U+CE3B # 츻 HANGUL SYLLABLE CEUH
U+CE3C # 츼 HANGUL SYLLABLE CYI
U+CE3D # 츽 HANGUL SYLLABLE CYIG
U+CE3E # 츾 HANGUL SYLLABLE CYIGG
U+CE3F # 츿 HANGUL SYLLABLE CYIGS
U+CE40 # 칀 HANGUL SYLLABLE CYIN
U+CE41 # 칁 HANGUL SYLLABLE CYINJ
U+CE42 # 칂 HANGUL SYLLABLE CYINH
U+CE43 # 칃 HANGUL SYLLABLE CYID
U+CE44 # 칄 HANGUL SYLLABLE CYIL
U+CE45 # 칅 HANGUL SYLLABLE CYILG
U+CE46 # 칆 HANGUL SYLLABLE CYILM
U+CE47 # 칇 HANGUL SYLLABLE CYILB
U+CE48 # 칈 HANGUL SYLLABLE CYILS
U+CE49 # 칉 HANGUL SYLLABLE CYILT
U+CE4A # 칊 HANGUL SYLLABLE CYILP
U+CE4B # 칋 HANGUL SYLLABLE CYILH
U+CE4C # 칌 HANGUL SYLLABLE CYIM
U+CE4D # 칍 HANGUL SYLLABLE CYIB
U+CE4E # 칎 HANGUL SYLLABLE CYIBS
U+CE4F # 칏 HANGUL SYLLABLE CYIS
U+CE50 # 칐 HANGUL SYLLABLE CYISS
U+CE51 # 칑 HANGUL SYLLABLE CYING
U+CE52 # 칒 HANGUL SYLLABLE CYIJ
U+CE53 # 칓 HANGUL SYLLABLE CYIC
U+CE54 # 칔 HANGUL SYLLABLE CYIK
U+CE55 # 칕 HANGUL SYLLABLE CYIT
U+CE56 # 칖 HANGUL SYLLABLE CYIP
U+CE57 # 칗 HANGUL SYLLABLE CYIH
U+CE58 # 치 HANGUL SYLLABLE CI
U+CE59 # 칙 HANGUL SYLLABLE CIG
U+CE5A # 칚 HANGUL SYLLABLE CIGG
U+CE5B # 칛 HANGUL SYLLABLE CIGS
U+CE5C # 친 HANGUL SYLLABLE CIN
U+CE5D # 칝 HANGUL SYLLABLE CINJ
U+CE5E # 칞 HANGUL SYLLABLE CINH
U+CE5F # 칟 HANGUL SYLLABLE CID
U+CE60 # 칠 HANGUL SYLLABLE CIL
U+CE61 # 칡 HANGUL SYLLABLE CILG
U+CE62 # 칢 HANGUL SYLLABLE CILM
U+CE63 # 칣 HANGUL SYLLABLE CILB
U+CE64 # 칤 HANGUL SYLLABLE CILS
U+CE65 # 칥 HANGUL SYLLABLE CILT
U+CE66 # 칦 HANGUL SYLLABLE CILP
U+CE67 # 칧 HANGUL SYLLABLE CILH
U+CE68 # 침 HANGUL SYLLABLE CIM
U+CE69 # 칩 HANGUL SYLLABLE CIB
U+CE6A # 칪 HANGUL SYLLABLE CIBS
U+CE6B # 칫 HANGUL SYLLABLE CIS
U+CE6C # 칬 HANGUL SYLLABLE CISS
U+CE6D # 칭 HANGUL SYLLABLE CING
U+CE6E # 칮 HANGUL SYLLABLE CIJ
U+CE6F # 칯 HANGUL SYLLABLE CIC
U+CE70 # 칰 HANGUL SYLLABLE CIK
U+CE71 # 칱 HANGUL SYLLABLE CIT
U+CE72 # 칲 HANGUL SYLLABLE CIP
U+CE73 # 칳 HANGUL SYLLABLE CIH
U+CE74 # 카 HANGUL SYLLABLE KA
U+CE75 # 칵 HANGUL SYLLABLE KAG
U+CE76 # 칶 HANGUL SYLLABLE KAGG
U+CE77 # 칷 HANGUL SYLLABLE KAGS
U+CE78 # 칸 HANGUL SYLLABLE KAN
U+CE79 # 칹 HANGUL SYLLABLE KANJ
U+CE7A # 칺 HANGUL SYLLABLE KANH
U+CE7B # 칻 HANGUL SYLLABLE KAD
U+CE7C # 칼 HANGUL SYLLABLE KAL
U+CE7D # 칽 HANGUL SYLLABLE KALG
U+CE7E # 칾 HANGUL SYLLABLE KALM
U+CE7F # 칿 HANGUL SYLLABLE KALB
U+CE80 # 캀 HANGUL SYLLABLE KALS
U+CE81 # 캁 HANGUL SYLLABLE KALT
U+CE82 # 캂 HANGUL SYLLABLE KALP
U+CE83 # 캃 HANGUL SYLLABLE KALH
U+CE84 # 캄 HANGUL SYLLABLE KAM
U+CE85 # 캅 HANGUL SYLLABLE KAB
U+CE86 # 캆 HANGUL SYLLABLE KABS
U+CE87 # 캇 HANGUL SYLLABLE KAS
U+CE88 # 캈 HANGUL SYLLABLE KASS
U+CE89 # 캉 HANGUL SYLLABLE KANG
U+CE8A # 캊 HANGUL SYLLABLE KAJ
U+CE8B # 캋 HANGUL SYLLABLE KAC
U+CE8C # 캌 HANGUL SYLLABLE KAK
U+CE8D # 캍 HANGUL SYLLABLE KAT
U+CE8E # 캎 HANGUL SYLLABLE KAP
U+CE8F # 캏 HANGUL SYLLABLE KAH
U+CE90 # 캐 HANGUL SYLLABLE KAE
U+CE91 # 캑 HANGUL SYLLABLE KAEG
U+CE92 # 캒 HANGUL SYLLABLE KAEGG
U+CE93 # 캓 HANGUL SYLLABLE KAEGS
