#
# IDN Table for Korean
# Copyright 2015 CentralNic Ltd
#
# Table ID: ko
# Table type: Language
# Version: 1.0
# Published: 2011-05-12
# Referral URL: https://www.centralnic.com
#
# Policy Statement:
#
# No remarks.
#

U+CAD8 # 쫘 HANGUL SYLLABLE JJWA
U+CAD9 # 쫙 HANGUL SYLLABLE JJWAG
U+CADA # 쫚 HANGUL SYLLABLE JJWAGG
U+CADB # 쫛 HANGUL SYLLABLE JJWAGS
U+CADC # 쫜 HANGUL SYLLABLE JJWAN
U+CADD # 쫝 HANGUL SYLLABLE JJWANJ
U+CADE # 쫞 HANGUL SYLLABLE JJWANH
U+CADF # 쫟 HANGUL SYLLABLE JJWAD
U+CAE0 # 쫠 HANGUL SYLLABLE JJWAL
U+CAE1 # 쫡 HANGUL SYLLABLE JJWALG
U+CAE2 # 쫢 HANGUL SYLLABLE JJWALM
U+CAE3 # 쫣 HANGUL SYLLABLE JJWALB
U+CAE4 # 쫤 HANGUL SYLLABLE JJWALS
U+CAE5 # 쫥 HANGUL SYLLABLE JJWALT
U+CAE6 # 쫦 HANGUL SYLLABLE JJWALP
U+CAE7 # 쫧 HANGUL SYLLABLE JJWALH
U+CAE8 # 쫨 HANGUL SYLLABLE JJWAM
U+CAE9 # 쫩 HANGUL SYLLABLE JJWAB
U+CAEA # 쫪 HANGUL SYLLABLE JJWABS
U+CAEB # 쫫 HANGUL SYLLABLE JJWAS
U+CAEC # 쫬 HANGUL SYLLABLE JJWASS
U+CAED # 쫭 HANGUL SYLLABLE JJWANG
U+CAEE # 쫮 HANGUL SYLLABLE JJWAJ
U+CAEF # 쫯 HANGUL SYLLABLE JJWAC
U+CAF0 # 쫰 HANGUL SYLLABLE JJWAK
U+CAF1 # 쫱 HANGUL SYLLABLE JJWAT
U+CAF2 # 쫲 HANGUL SYLLABLE JJWAP
U+CAF3 # 쫳 HANGUL SYLLABLE JJWAH
U+CAF4 # 쫴 HANGUL SYLLABLE JJWAE
U+CAF5 # 쫵 HANGUL SYLLABLE JJWAEG
U+CAF6 # 쫶 HANGUL SYLLABLE JJWAEGG
U+CAF7 # 쫷 HANGUL SYLLABLE JJWAEGS
U+CAF8 # 쫸 HANGUL SYLLABLE JJWAEN
U+CAF9 # 쫹 HANGUL SYLLABLE JJWAENJ
U+CAFA # 쫺 HANGUL SYLLABLE JJWAENH
U+CAFB # 쫻 HANGUL SYLLABLE JJWAED
U+CAFC # 쫼 HANGUL SYLLABLE JJWAEL
U+CAFD # 쫽 HANGUL SYLLABLE JJWAELG
U+CAFE # 쫾 HANGUL SYLLABLE JJWAELM
U+CAFF # 쫿 HANGUL SYLLABLE JJWAELB
U+CB00 # 쬀 HANGUL SYLLABLE JJWAELS
U+CB01 # 쬁 HANGUL SYLLABLE JJWAELT
U+CB02 # 쬂 HANGUL SYLLABLE JJWAELP
U+CB03 # 쬃 HANGUL SYLLABLE JJWAELH
U+CB04 # 쬄 HANGUL SYLLABLE JJWAEM
U+CB05 # 쬅 HANGUL SYLLABLE JJWAEB
U+CB06 # 쬆 HANGUL SYLLABLE JJWAEBS
U+CB07 # 쬇 HANGUL SYLLABLE JJWAES
U+CB08 # 쬈 HANGUL SYLLABLE JJWAESS
U+CB09 # 쬉 HANGUL SYLLABLE JJWAENG
U+CB0A # 쬊 HANGUL SYLLABLE JJWAEJ
U+CB0B # 쬋 HANGUL SYLLABLE JJWAEC
U+CB0C # 쬌 HANGUL SYLLABLE JJWAEK
U+CB0D # 쬍 HANGUL SYLLABLE JJWAET
U+CB0E # 쬎 HANGUL SYLLABLE JJWAEP
U+CB0F # 쬏 HANGUL SYLLABLE JJWAEH
U+CB10 # 쬐 HANGUL SYLLABLE JJOE
U+CB11 # 쬑 HANGUL SYLLABLE JJOEG
U+CB12 # 쬒 HANGUL SYLLABLE JJOEGG
U+CB13 # 쬓 HANGUL SYLLABLE JJOEGS
U+CB14 # 쬔 HANGUL SYLLABLE JJOEN
U+CB15 # 쬕 HANGUL SYLLABLE JJOENJ
U+CB16 # 쬖 HANGUL SYLLABLE JJOENH
U+CB17 # 쬗 HANGUL SYLLABLE JJOED
U+CB18 # 쬘 HANGUL SYLLABLE JJOEL
U+CB19 # 쬙 HANGUL SYLLABLE JJOELG
U+CB1A # 쬚 HANGUL SYLLABLE JJOELM
U+CB1B # 쬛 HANGUL SYLLABLE JJOELB
U+CB1C # 쬜 HANGUL SYLLABLE JJOELS
U+CB1D # 쬝 HANGUL SYLLABLE JJOELT
U+CB1E # 쬞 HANGUL SYLLABLE JJOELP
U+CB1F # 쬟 HANGUL SYLLABLE JJOELH
U+CB20 # 쬠 HANGUL SYLLABLE JJOEM
U+CB21 # 쬡 HANGUL SYLLABLE JJOEB
U+CB22 # 쬢 HANGUL SYLLABLE JJOEBS
U+CB23 # 쬣 HANGUL SYLLABLE JJOES
U+CB24 # 쬤 HANGUL SYLLABLE JJOESS
U+CB25 # 쬥 HANGUL SYLLABLE JJOENG
U+CB26 # 쬦 HANGUL SYLLABLE JJOEJ
U+CB27 # 쬧 HANGUL SYLLABLE JJOEC
U+CB28 # 쬨 HANGUL SYLLABLE JJOEK
U+CB29 # 쬩 HANGUL SYLLABLE JJOET
U+CB2A # 쬪 HANGUL SYLLABLE JJOEP
U+CB2B # 쬫 HANGUL SYLLABLE JJOEH
U+CB2C # 쬬 HANGUL SYLLABLE JJYO
U+CB2D # 쬭 HANGUL SYLLABLE JJYOG
U+CB2E # 쬮 HANGUL SYLLABLE JJYOGG
U+CB2F # 쬯 HANGUL SYLLABLE JJYOGS
U+CB30 # 쬰 HANGUL SYLLABLE JJYON
U+CB31 # 쬱 HANGUL SYLLABLE JJYONJ
U+CB32 # 쬲 HANGUL SYLLABLE JJYONH
U+CB33 # 쬳 HANGUL SYLLABLE JJYOD
U+CB34 # 쬴 HANGUL SYLLABLE JJYOL
U+CB35 # 쬵 HANGUL SYLLABLE JJYOLG
U+CB36 # 쬶 HANGUL SYLLABLE JJYOLM
U+CB37 # 쬷 HANGUL SYLLABLE JJYOLB
U+CB38 # 쬸 HANGUL SYLLABLE JJYOLS
U+CB39 # 쬹 HANGUL SYLLABLE JJYOLT
U+CB3A # 쬺 HANGUL SYLLABLE JJYOLP
U+CB3B # 쬻 HANGUL SYLLABLE JJYOLH
U+CB3C # 쬼 HANGUL SYLLABLE JJYOM
U+CB3D # 쬽 HANGUL SYLLABLE JJYOB
U+CB3E # 쬾 HANGUL SYLLABLE JJYOBS
U+CB3F # 쬿 HANGUL SYLLABLE JJYOS
U+CB40 # 쭀 HANGUL SYLLABLE JJYOSS
U+CB41 # 쭁 HANGUL SYLLABLE JJYONG
U+CB42 # 쭂 HANGUL SYLLABLE JJYOJ
U+CB43 # 쭃 HANGUL SYLLABLE JJYOC
U+CB44 # 쭄 HANGUL SYLLABLE JJYOK
U+CB45 # 쭅 HANGUL SYLLABLE JJYOT
U+CB46 # 쭆 HANGUL SYLLABLE JJYOP
U+CB47 # 쭇 HANGUL SYLLABLE JJYOH
U+CB48 # 쭈 HANGUL SYLLABLE JJU
U+CB49 # 쭉 HANGUL SYLLABLE JJUG
U+CB4A # 쭊 HANGUL SYLLABLE JJUGG
U+CB4B # 쭋 HANGUL SYLLABLE JJUGS
U+CB4C # 쭌 HANGUL SYLLABLE JJUN
U+CB4D # 쭍 HANGUL SYLLABLE JJUNJ
U+CB4E # 쭎 HANGUL SYLLABLE JJUNH
U+CB4F # 쭏 HANGUL SYLLABLE JJUD
U+CB50 # 쭐 HANGUL SYLLABLE JJUL
U+CB51 # 쭑 HANGUL SYLLABLE JJULG
U+CB52 # 쭒 HANGUL SYLLABLE JJULM
U+CB53 # 쭓 HANGUL SYLLABLE JJULB
U+CB54 # 쭔 HANGUL SYLLABLE JJULS
U+CB55 # 쭕 HANGUL SYLLABLE JJULT
U+CB56 # 쭖 HANGUL SYLLABLE JJULP
U+CB57 # 쭗 HANGUL SYLLABLE JJULH
U+CB58 # 쭘 HANGUL SYLLABLE JJUM
U+CB59 # 쭙 HANGUL SYLLABLE JJUB
U+CB5A # 쭚 HANGUL SYLLABLE JJUBS
U+CB5B # 쭛 HANGUL SYLLABLE JJUS
U+CB5C # 쭜 HANGUL SYLLABLE JJUSS
U+CB5D # 쭝 HANGUL SYLLABLE JJUNG
U+CB5E # 쭞 HANGUL SYLLABLE JJUJ
U+CB5F # 쭟 HANGUL SYLLABLE JJUC
U+CB60 # 쭠 HANGUL SYLLABLE JJUK
U+CB61 # 쭡 HANGUL SYLLABLE JJUT
U+CB62 # 쭢 HANGUL SYLLABLE JJUP
U+CB63 # 쭣 HANGUL SYLLABLE JJUH
U+CB64 # 쭤 HANGUL SYLLABLE JJWEO
U+CB65 # 쭥 HANGUL SYLLABLE JJWEOG
U+CB66 # 쭦 HANGUL SYLLABLE JJWEOGG
U+CB67 # 쭧 HANGUL SYLLABLE JJWEOGS
U+CB68 # 쭨 HANGUL SYLLABLE JJWEON
U+CB69 # 쭩 HANGUL SYLLABLE JJWEONJ
U+CB6A # 쭪 HANGUL SYLLABLE JJWEONH
U+CB6B # 쭫 HANGUL SYLLABLE JJWEOD
U+CB6C # 쭬 HANGUL SYLLABLE JJWEOL
U+CB6D # 쭭 HANGUL SYLLABLE JJWEOLG
U+CB6E # 쭮 HANGUL SYLLABLE JJWEOLM
U+CB6F # 쭯 HANGUL SYLLABLE JJWEOLB
U+CB70 # 쭰 HANGUL SYLLABLE JJWEOLS
U+CB71 # 쭱 HANGUL SYLLABLE JJWEOLT
U+CB72 # 쭲 HANGUL SYLLABLE JJWEOLP
U+CB73 # 쭳 HANGUL SYLLABLE JJWEOLH
U+CB74 # 쭴 HANGUL SYLLABLE JJWEOM
U+CB75 # 쭵 HANGUL SYLLABLE JJWEOB
U+CB76 # 쭶 HANGUL SYLLABLE JJWEOBS
U+CB77 # 쭷 HANGUL SYLLABLE JJWEOS
U+CB78 # 쭸 HANGUL SYLLABLE JJWEOSS
U+CB79 # 쭹 HANGUL SYLLABLE JJWEONG
U+CB7A # 쭺 HANGUL SYLLABLE JJWEOJ
U+CB7B # 쭻 HANGUL SYLLABLE JJWEOC
U+CB7C # 쭼 HANGUL SYLLABLE JJWEOK
U+CB7D # 쭽 HANGUL SYLLABLE JJWEOT
U+CB7E # 쭾 HANGUL SYLLABLE JJWEOP
U+CB7F # 쭿 HANGUL SYLLABLE JJWEOH
U+CB80 # 쮀 HANGUL SYLLABLE JJWE
U+CB81 # 쮁 HANGUL SYLLABLE JJWEG
U+CB82 # 쮂 HANGUL SYLLABLE JJWEGG
U+CB83 # 쮃 HANGUL SYLLABLE JJWEGS
U+CB84 # 쮄 HANGUL SYLLABLE JJWEN
U+CB85 # 쮅 HANGUL SYLLABLE JJWENJ
U+CB86 # 쮆 HANGUL SYLLABLE JJWENH
U+CB87 # 쮇 HANGUL SYLLABLE JJWED
U+CB88 # 쮈 HANGUL SYLLABLE JJWEL
U+CB89 # 쮉 HANGUL SYLLABLE JJWELG
U+CB8A # 쮊 HANGUL SYLLABLE JJWELM
U+CB8B # 쮋 HANGUL SYLLABLE JJWELB
U+CB8C # 쮌 HANGUL SYLLABLE JJWELS
U+CB8D # 쮍 HANGUL SYLLABLE JJWELT
U+CB8E # 쮎 HANGUL SYLLABLE JJWELP
U+CB8F # 쮏 HANGUL SYLLABLE JJWELH
U+CB90 # 쮐 HANGUL SYLLABLE JJWEM
U+CB91 # 쮑 HANGUL SYLLABLE JJWEB
U+CB92 # 쮒 HANGUL SYLLABLE JJWEBS
U+CB93 # 쮓 HANGUL SYLLABLE JJWES
U+CB94 # 쮔 HANGUL SYLLABLE JJWESS
U+CB95 # 쮕 HANGUL SYLLABLE JJWENG
U+CB96 # 쮖 HANGUL SYLLABLE JJWEJ
U+CB97 # 쮗 HANGUL SYLLABLE JJWEC
U+CB98 # 쮘 HANGUL SYLLABLE JJWEK
U+CB99 # 쮙 HANGUL SYLLABLE JJWET
U+CB9A # 쮚 HANGUL SYLLABLE JJWEP
U+CB9B # 쮛 HANGUL SYLLABLE JJWEH
U+CB9C # 쮜 HANGUL SYLLABLE JJWI
U+CB9D # 쮝 HANGUL SYLLABLE JJWIG
U+CB9E # 쮞 HANGUL SYLLABLE JJWIGG
U+CB9F # 쮟 HANGUL SYLLABLE JJWIGS
U+CBA0 # 쮠 HANGUL SYLLABLE JJWIN
U+CBA1 # 쮡 HANGUL SYLLABLE JJWINJ
U+CBA2 # 쮢 HANGUL SYLLABLE JJWINH
U+CBA3 # 쮣 HANGUL SYLLABLE JJWID
U+CBA4 # 쮤 HANGUL SYLLABLE JJWIL
U+CBA5 # 쮥 HANGUL SYLLABLE JJWILG
U+CBA6 # 쮦 HANGUL SYLLABLE JJWILM
U+CBA7 # 쮧 HANGUL SYLLABLE JJWILB
U+CBA8 # 쮨 HANGUL SYLLABLE JJWILS
U+CBA9 # 쮩 HANGUL SYLLABLE JJWILT
U+CBAA # 쮪 HANGUL SYLLABLE JJWILP
U+CBAB # 쮫 HANGUL SYLLABLE JJWILH
U+CBAC # 쮬 HANGUL SYLLABLE JJWIM
U+CBAD # 쮭 HANGUL SYLLABLE JJWIB
U+CBAE # 쮮 HANGUL SYLLABLE JJWIBS
U+CBAF # 쮯 HANGUL SYLLABLE JJWIS
U+CBB0 # 쮰 HANGUL SYLLABLE JJWISS
U+CBB1 # 쮱 HANGUL SYLLABLE JJWING
U+CBB2 # 쮲 HANGUL SYLLABLE JJWIJ
U+CBB3 # 쮳 HANGUL SYLLABLE JJWIC
U+CBB4 # 쮴 HANGUL SYLLABLE JJWIK
U+CBB5 # 쮵 HANGUL SYLLABLE JJWIT
U+CBB6 # 쮶 HANGUL SYLLABLE JJWIP
U+CBB7 # 쮷 HANGUL SYLLABLE JJWIH
U+CBB8 # 쮸 HANGUL SYLLABLE JJYU
U+CBB9 # 쮹 HANGUL SYLLABLE JJYUG
U+CBBA # 쮺 HANGUL SYLLABLE JJYUGG
U+CBBB # 쮻 HANGUL SYLLABLE JJYUGS
U+CBBC # 쮼 HANGUL SYLLABLE JJYUN
U+CBBD # 쮽 HANGUL SYLLABLE JJYUNJ
U+CBBE # 쮾 HANGUL SYLLABLE JJYUNH
U+CBBF # 쮿 HANGUL SYLLABLE JJYUD
U+CBC0 # 쯀 HANGUL SYLLABLE JJYUL
U+CBC1 # 쯁 HANGUL SYLLABLE JJYULG
U+CBC2 # 쯂 HANGUL SYLLABLE JJYULM
U+CBC3 # 쯃 HANGUL SYLLABLE JJYULB
U+CBC4 # 쯄 HANGUL SYLLABLE JJYULS
U+CBC5 # 쯅 HANGUL SYLLABLE JJYULT
U+CBC6 # 쯆 HANGUL SYLLABLE JJYULP
U+CBC7 # 쯇 HANGUL SYLLABLE JJYULH
U+CBC8 # 쯈 HANGUL SYLLABLE JJYUM
U+CBC9 # 쯉 HANGUL SYLLABLE JJYUB
U+CBCA # 쯊 HANGUL SYLLABLE JJYUBS
U+CBCB # 쯋 HANGUL SYLLABLE JJYUS
U+CBCC # 쯌 HANGUL SYLLABLE JJYUSS
U+CBCD # 쯍 HANGUL SYLLABLE JJYUNG
U+CBCE # 쯎 HANGUL SYLLABLE JJYUJ
U+CBCF # 쯏 HANGUL SYLLABLE JJYUC
U+CBD0 # 쯐 HANGUL SYLLABLE JJYUK
U+CBD1 # 쯑 HANGUL SYLLABLE JJYUT
U+CBD2 # 쯒 HANGUL SYLLABLE JJYUP
U+CBD3 # 쯓 HANGUL SYLLABLE JJYUH
U+CBD4 # 쯔 HANGUL SYLLABLE JJEU
U+CBD5 # 쯕 HANGUL SYLLABLE JJEUG
U+CBD6 # 쯖 HANGUL SYLLABLE JJEUGG
U+CBD7 # 쯗 HANGUL SYLLABLE JJEUGS
U+CBD8 # 쯘 HANGUL SYLLABLE JJEUN
U+CBD9 # 쯙 HANGUL SYLLABLE JJEUNJ
U+CBDA # 쯚 HANGUL SYLLABLE JJEUNH
U+CBDB # 쯛 HANGUL SYLLABLE JJEUD
U+CBDC # 쯜 HANGUL SYLLABLE JJEUL
U+CBDD # 쯝 HANGUL SYLLABLE JJEULG
U+CBDE # 쯞 HANGUL SYLLABLE JJEULM
U+CBDF # 쯟 HANGUL SYLLABLE JJEULB
U+CBE0 # 쯠 HANGUL SYLLABLE JJEULS
U+CBE1 # 쯡 HANGUL SYLLABLE JJEULT
U+CBE2 # 쯢 HANGUL SYLLABLE JJEULP
U+CBE3 # 쯣 HANGUL SYLLABLE JJEULH
U+CBE4 # 쯤 HANGUL SYLLABLE JJEUM
U+CBE5 # 쯥 HANGUL SYLLABLE JJEUB
U+CBE6 # 쯦 HANGUL SYLLABLE JJEUBS
U+CBE7 # 쯧 HANGUL SYLLABLE JJEUS
U+CBE8 # 쯨 HANGUL SYLLABLE JJEUSS
U+CBE9 # 쯩 HANGUL SYLLABLE JJEUNG
U+CBEA # 쯪 HANGUL SYLLABLE JJEUJ
U+CBEB # 쯫 HANGUL SYLLABLE JJEUC
U+CBEC # 쯬 HANGUL SYLLABLE JJEUK
U+CBED # 쯭 HANGUL SYLLABLE JJEUT
U+CBEE # 쯮 HANGUL SYLLABLE JJEUP
U+CBEF # 쯯 HANGUL SYLLABLE JJEUH
U+CBF0 # 쯰 HANGUL SYLLABLE JJYI
U+CBF1 # 쯱 HANGUL SYLLABLE JJYIG
U+CBF2 # 쯲 HANGUL SYLLABLE JJYIGG
U+CBF3 # 쯳 HANGUL SYLLABLE JJYIGS
U+CBF4 # 쯴 HANGUL SYLLABLE JJYIN
U+CBF5 # 쯵 HANGUL SYLLABLE JJYINJ
U+CBF6 # 쯶 HANGUL SYLLABLE JJYINH
U+CBF7 # 쯷 HANGUL SYLLABLE JJYID
U+CBF8 # 쯸 HANGUL SYLLABLE JJYIL
U+CBF9 # 쯹 HANGUL SYLLABLE JJYILG
U+CBFA # 쯺 HANGUL SYLLABLE JJYILM
U+CBFB # 쯻 HANGUL SYLLABLE JJYILB
U+CBFC # 쯼 HANGUL SYLLABLE JJYILS
U+CBFD # 쯽 HANGUL SYLLABLE JJYILT
U+CBFE # 쯾 HANGUL SYLLABLE JJYILP
U+CBFF # 쯿 HANGUL SYLLABLE JJYILH
U+CC00 # 찀 HANGUL SYLLABLE JJYIM
U+CC01 # 찁 HANGUL SYLLABLE JJYIB
U+CC02 # 찂 HANGUL SYLLABLE JJYIBS
U+CC03 # 찃 HANGUL SYLLABLE JJYIS
U+CC04 # 찄 HANGUL SYLLABLE JJYISS
U+CC05 # 찅 HANGUL SYLLABLE JJYING
U+CC06 # 찆 HANGUL SYLLABLE JJYIJ
U+CC07 # 찇 HANGUL SYLLABLE JJYIC
U+CC08 # 찈 HANGUL SYLLABLE JJYIK
U+CC09 # 찉 HANGUL SYLLABLE JJYIT
U+CC0A # 찊 HANGUL SYLLABLE JJYIP
U+CC0B # 찋 HANGUL SYLLABLE JJYIH
U+CC0C # 찌 HANGUL SYLLABLE JJI
U+CC0D # 찍 HANGUL SYLLABLE JJIG
U+CC0E # 찎 HANGUL SYLLABLE JJIGG
U+CC0F # 찏 HANGUL SYLLABLE JJIGS
U+CC10 # 찐 HANGUL SYLLABLE JJIN
U+CC11 # 찑 HANGUL SYLLABLE JJINJ
U+CC12 # 찒 HANGUL SYLLABLE JJINH
U+CC13 # 찓 HANGUL SYLLABLE JJID
U+CC14 # 찔 HANGUL SYLLABLE JJIL
U+CC15 # 찕 HANGUL SYLLABLE JJILG
U+CC16 # 찖 HANGUL SYLLABLE JJILM
U+CC17 # 찗 HANGUL SYLLABLE JJILB
U+CC18 # 찘 HANGUL SYLLABLE JJILS
U+CC19 # 찙 HANGUL SYLLABLE JJILT
U+CC1A # 찚 HANGUL SYLLABLE JJILP
U+CC1B # 찛 HANGUL SYLLABLE JJILH
U+CC1C # 찜 HANGUL SYLLABLE JJIM
U+CC1D # 찝 HANGUL SYLLABLE JJIB
U+CC1E # 찞 HANGUL SYLLABLE JJIBS
U+CC1F # 찟 HANGUL SYLLABLE JJIS
U+CC20 # 찠 HANGUL SYLLABLE JJISS
U+CC21 # 찡 HANGUL SYLLABLE JJING
U+CC22 # 찢 HANGUL SYLLABLE JJIJ
U+CC23 # 찣 HANGUL SYLLABLE JJIC
U+CC24 # 찤 HANGUL SYLLABLE JJIK
U+CC25 # 찥 HANGUL SYLLABLE JJIT
U+CC26 # 찦 HANGUL SYLLABLE JJIP
U+CC27 # 찧 HANGUL SYLLABLE JJIH
U+CC28 # 차 HANGUL SYLLABLE CA
U+CC29 # 착 HANGUL SYLLABLE CAG
U+CC2A # 찪 HANGUL SYLLABLE CAGG
U+CC2B # 찫 HANGUL SYLLABLE CAGS
U+CC2C # 찬 HANGUL SYLLABLE CAN
U+CC2D # 찭 HANGUL SYLLABLE CANJ
U+CC2E # 찮 HANGUL SYLLABLE CANH
U+CC2F # 찯 HANGUL SYLLABLE CAD
U+CC30 # 찰 HANGUL SYLLABLE CAL
U+CC31 # 찱 HANGUL SYLLABLE CALG
U+CC32 # 찲 HANGUL SYLLABLE CALM
U+CC33 # 찳 HANGUL SYLLABLE CALB
U+CC34 # 찴 HANGUL SYLLABLE CALS
U+CC35 # 찵 HANGUL SYLLABLE CALT
U+CC36 # 찶 HANGUL SYLLABLE CALP
U+CC37 # 찷 HANGUL SYLLABLE CALH
U+CC38 # 참 HANGUL SYLLABLE CAM
U+CC39 # 찹 HANGUL SYLLABLE CAB
U+CC3A # 찺 HANGUL SYLLABLE CABS
U+CC3B # 찻 HANGUL SYLLABLE CAS
U+CC3C # 찼 HANGUL SYLLABLE CASS
U+CC3D # 창 HANGUL SYLLABLE CANG
U+CC3E # 찾 HANGUL SYLLABLE CAJ
U+CC3F # 찿 HANGUL SYLLABLE CAC
U+CC40 # 챀 HANGUL SYLLABLE CAK
U+CC41 # 챁 HANGUL SYLLABLE CAT
U+CC42 # 챂 HANGUL SYLLABLE CAP
U+CC43 # 챃 HANGUL SYLLABLE CAH
U+CC44 # 채 HANGUL SYLLABLE CAE
U+CC45 # 책 HANGUL SYLLABLE CAEG
U+CC46 # 챆 HANGUL SYLLABLE CAEGG
U+CC47 # 챇 HANGUL SYLLABLE CAEGS
U+CC48 # 챈 HANGUL SYLLABLE CAEN
U+CC49 # 챉 HANGUL SYLLABLE CAENJ
U+CC4A # 챊 HANGUL SYLLABLE CAENH
U+CC4B # 챋 HANGUL SYLLABLE CAED
U+CC4C # 챌 HANGUL SYLLABLE CAEL
U+CC4D # 챍 HANGUL SYLLABLE CAELG
U+CC4E # 챎 HANGUL SYLLABLE CAELM
U+CC4F # 챏 HANGUL SYLLABLE CAELB
U+CC50 # 챐 HANGUL SYLLABLE CAELS
U+CC51 # 챑 HANGUL SYLLABLE CAELT
U+CC52 # 챒 HANGUL SYLLABLE CAELP
U+CC53 # 챓 HANGUL SYLLABLE CAELH
U+CC54 # 챔 HANGUL SYLLABLE CAEM
U+CC55 # 챕 HANGUL SYLLABLE CAEB
U+CC56 # 챖 HANGUL SYLLABLE CAEBS
U+CC57 # 챗 HANGUL SYLLABLE CAES
U+CC58 # 챘 HANGUL SYLLABLE CAESS
U+CC59 # 챙 HANGUL SYLLABLE CAENG
U+CC5A # 챚 HANGUL SYLLABLE CAEJ
U+CC5B # 챛 HANGUL SYLLABLE CAEC
U+CC5C # 챜 HANGUL SYLLABLE CAEK
U+CC5D # 챝 HANGUL SYLLABLE CAET
U+CC5E # 챞 HANGUL SYLLABLE CAEP
U+CC5F # 챟 HANGUL SYLLABLE CAEH
U+CC60 # 챠 HANGUL SYLLABLE CYA
U+CC61 # 챡 HANGUL SYLLABLE CYAG
U+CC62 # 챢 HANGUL SYLLABLE CYAGG
U+CC63 # 챣 HANGUL SYLLABLE CYAGS
U+CC64 # 챤 HANGUL SYLLABLE CYAN
U+CC65 # 챥 HANGUL SYLLABLE CYANJ
U+CC66 # 챦 HANGUL SYLLABLE CYANH
U+CC67 # 챧 HANGUL SYLLABLE CYAD
U+CC68 # 챨 HANGUL SYLLABLE CYAL
U+CC69 # 챩 HANGUL SYLLABLE CYALG
U+CC6A # 챪 HANGUL SYLLABLE CYALM
U+CC6B # 챫 HANGUL SYLLABLE CYALB
U+CC6C # 챬 HANGUL SYLLABLE CYALS
U+CC6D # 챭 HANGUL SYLLABLE CYALT
U+CC6E # 챮 HANGUL SYLLABLE CYALP
U+CC6F # 챯 HANGUL SYLLABLE CYALH
U+CC70 # 챰 HANGUL SYLLABLE CYAM
U+CC71 # 챱 HANGUL SYLLABLE CYAB
U+CC72 # 챲 HANGUL SYLLABLE CYABS
U+CC73 # 챳 HANGUL SYLLABLE CYAS
U+CC74 # 챴 HANGUL SYLLABLE CYASS
U+CC75 # 챵 HANGUL SYLLABLE CYANG
U+CC76 # 챶 HANGUL SYLLABLE CYAJ
U+CC77 # 챷 HANGUL SYLLABLE CYAC
U+CC78 # 챸 HANGUL SYLLABLE CYAK
U+CC79 # 챹 HANGUL SYLLABLE CYAT
U+CC7A # 챺 HANGUL SYLLABLE CYAP
U+CC7B # 챻 HANGUL SYLLABLE CYAH
U+CC7C # 챼 HANGUL SYLLABLE CYAE
U+CC7D # 챽 HANGUL SYLLABLE CYAEG
U+CC7E # 챾 HANGUL SYLLABLE CYAEGG
U+CC7F # 챿 HANGUL SYLLABLE CYAEGS
U+CC80 # 첀 HANGUL SYLLABLE CYAEN
U+CC81 # 첁 HANGUL SYLLABLE CYAENJ
U+CC82 # 첂 HANGUL SYLLABLE CYAENH
U+CC83 # 첃 HANGUL SYLLABLE CYAED
U+CC84 # 첄 HANGUL SYLLABLE CYAEL
U+CC85 # 첅 HANGUL SYLLABLE CYAELG
U+CC86 # 첆 HANGUL SYLLABLE CYAELM
U+CC87 # 첇 HANGUL SYLLABLE CYAELB
U+CC88 # 첈 HANGUL SYLLABLE CYAELS
U+CC89 # 첉 HANGUL SYLLABLE CYAELT
U+CC8A # 첊 HANGUL SYLLABLE CYAELP
U+CC8B # 첋 HANGUL SYLLABLE CYAELH
U+CC8C # 첌 HANGUL SYLLABLE CYAEM
U+CC8D # 첍 HANGUL SYLLABLE CYAEB
U+CC8E # 첎 HANGUL SYLLABLE CYAEBS
U+CC8F # 첏 HANGUL SYLLABLE CYAES
U+CC90 # 첐 HANGUL SYLLABLE CYAESS
U+CC91 # 첑 HANGUL SYLLABLE CYAENG
U+CC92 # 첒 HANGUL SYLLABLE CYAEJ
U+CC93 # 첓 HANGUL SYLLABLE CYAEC
U+CC94 # 첔 HANGUL SYLLABLE CYAEK
U+CC95 # 첕 HANGUL SYLLABLE CYAET
U+CC96 # 첖 HANGUL SYLLABLE CYAEP
U+CC97 # 첗 HANGUL SYLLABLE CYAEH
U+CC98 # 처 HANGUL SYLLABLE CEO
U+CC99 # 척 HANGUL SYLLABLE CEOG
U+CC9A # 첚 HANGUL SYLLABLE CEOGG
U+CC9B # 첛 HANGUL SYLLABLE CEOGS
U+CC9C # 천 HANGUL SYLLABLE CEON
U+CC9D # 첝 HANGUL SYLLABLE CEONJ
U+CC9E # 첞 HANGUL SYLLABLE CEONH
U+CC9F # 첟 HANGUL SYLLABLE CEOD
U+CCA0 # 철 HANGUL SYLLABLE CEOL
U+CCA1 # 첡 HANGUL SYLLABLE CEOLG
U+CCA2 # 첢 HANGUL SYLLABLE CEOLM
U+CCA3 # 첣 HANGUL SYLLABLE CEOLB
U+CCA4 # 첤 HANGUL SYLLABLE CEOLS
U+CCA5 # 첥 HANGUL SYLLABLE CEOLT
U+CCA6 # 첦 HANGUL SYLLABLE CEOLP
U+CCA7 # 첧 HANGUL SYLLABLE CEOLH
U+CCA8 # 첨 HANGUL SYLLABLE CEOM
U+CCA9 # 첩 HANGUL SYLLABLE CEOB
U+CCAA # 첪 HANGUL SYLLABLE CEOBS
U+CCAB # 첫 HANGUL SYLLABLE CEOS
